fecha,region,categoria,canal,cantidad,precio_unitario,metodo_pago,cliente_id,venta_total,descuento_porcentaje,descuento_monto,venta_neta,satisfaccion
2024-11-08,Valparaíso,Hogar,Tienda Física,7,109454.11584616941,Tarjeta Débito,4665,766178.8109231859,7.051828333951607,54029.61447741473,712149.1964457711,4.0
2024-02-05,Metropolitana,Hogar,Tienda Física,6,69449.59680677971,Tarjeta Débito,2922,416697.58084067825,12.885518420082565,53693.64353526403,363003.93730541423,2.0
2024-06-21,Valparaíso,Alimentos,E-commerce,6,42162.39442853654,Efectivo,2242,252974.36657121926,,16878.344868303855,236096.0217029154,1.0
2024-01-20,Metropolitana,Electrónica,Tienda Física,6,32609.95692361198,Transferencia,2141,195659.74154167186,5.284573918439225,10339.78367039679,185319.95787127508,4.0
2024-11-16,Metropolitana,Hogar,E-commerce,6,102143.25617458663,Transferencia,1592,612859.5370475198,11.293549426289385,69213.59473018996,543645.9423173298,1.0
2024-09-20,Metropolitana,Ropa,E-commerce,7,5058.223883674282,Efectivo,4023,35407.56718571997,3.440872183611317,1218.329130186927,34189.238055533046,1.0
2024-05-21,Antofagasta,Hogar,E-commerce,3,121854.21953354386,Tarjeta Crédito,2605,365562.6586006316,14.7598311939245,53956.43131747574,311606.22728315584,3.0
2024-05-22,Araucanía,Ropa,Tienda Física,6,16491.19288883968,Tarjeta Crédito,1114,98947.15733303808,0.0,0.0,98947.15733303808,1.0
2024-04-01,Metropolitana,Ropa,E-commerce,3,32765.994161677318,Transferencia,3310,98297.98248503196,4.929871588427598,4845.964310527127,93452.01817450483,3.0
2024-12-19,Metropolitana,Hogar,Telefónico,7,61004.27731836799,Tarjeta Débito,4377,427029.94122857595,8.312138146231213,35495.31864068919,391534.62258788676,2.0
2024-11-17,Araucanía,Deportes,E-commerce,7,75304.51725883503,Tarjeta Crédito,2677,527131.6208118452,6.186557031962523,32611.298355033232,494520.32245681196,2.0
2024-10-14,Metropolitana,Ropa,Tienda Física,8,56474.29179302156,Tarjeta Crédito,2445,451794.3343441725,10.703873253675308,48359.49291548628,403434.8414286862,5.0
2024-08-02,Metropolitana,Electrónica,E-commerce,2,51503.26392272262,Tarjeta Débito,1206,103006.52784544523,14.063542110956462,14486.366420578284,88520.16142486695,2.0
2024-12-07,Antofagasta,Ropa,E-commerce,9,144767.82175061232,Tarjeta Crédito,4694,1302910.3957555108,12.840617798284788,167301.74417308488,1135608.651582426,5.0
2024-02-20,Metropolitana,Alimentos,E-commerce,5,98029.05378029216,Efectivo,3350,490145.2689014608,11.225158684127159,55019.58421693074,435125.6846845301,1.0
2024-06-01,Biobío,Alimentos,Tienda Física,9,8397.77852827129,Tarjeta Crédito,1111,75580.00675444161,0.0,0.0,75580.00675444161,1.0
2024-07-04,Antofagasta,Electrónica,Tienda Física,5,67375.50672442542,Tarjeta Débito,2440,336877.5336221271,8.150564966075994,27457.422233985966,309420.1113881411,1.0
2024-03-03,Valparaíso,Deportes,E-commerce,7,131876.2614628757,Efectivo,4626,923133.83024013,10.4188017327622,96179.48350077272,826954.3467393572,5.0
2024-07-08,Metropolitana,Hogar,Tienda Física,9,48711.14702954685,Tarjeta Crédito,2882,438400.3232659217,5.912448413042553,25920.19295570941,412480.13031021226,4.0
2024-05-04,Metropolitana,Electrónica,E-commerce,4,18710.669992286294,Transferencia,4356,74842.67996914517,3.835062649903847,2870.2636656837544,71972.41630346142,2.0
2024-05-29,Araucanía,Electrónica,Tienda Física,2,114965.79188053808,Efectivo,4711,229931.58376107615,11.789454242806698,27107.678857272833,202823.9049038033,5.0
2024-11-09,Araucanía,Electrónica,E-commerce,9,92872.00563073179,Efectivo,1184,835848.0506765861,12.250960188976508,102399.41192872474,733448.6387478614,1.0
2024-02-27,Araucanía,Alimentos,Tienda Física,2,87695.31363484307,Transferencia,2764,175390.62726968614,14.650316229099188,25695.281531209697,149695.34573847643,5.0
2024-12-07,Metropolitana,Electrónica,Tienda Física,3,12768.60114307415,Transferencia,1900,38305.80342922245,0.0,0.0,38305.80342922245,4.0
2024-10-31,Araucanía,Electrónica,Telefónico,2,25372.356420350014,Tarjeta Crédito,1220,50744.71284070003,0.0,0.0,50744.71284070003,5.0
2024-06-28,Antofagasta,Alimentos,E-commerce,3,95269.6624509015,Tarjeta Crédito,4935,285808.9873527045,7.603973587450716,21732.83990886001,264076.14744384453,1.0
2024-06-18,Biobío,Hogar,E-commerce,6,35134.457011531194,Tarjeta Débito,2467,210806.74206918717,5.184564190430226,10929.410860331689,199877.33120885547,1.0
2024-11-21,Antofagasta,Electrónica,Tienda Física,3,78090.16156352153,Tarjeta Débito,4188,234270.48469056457,10.456084644271506,24495.520175790552,209774.964514774,3.0
2024-09-27,Araucanía,Electrónica,E-commerce,8,84007.84447426205,Efectivo,2093,672062.7557940964,12.067905043968144,81103.89520510707,590958.8605889893,5.0
2024-02-23,Biobío,Electrónica,E-commerce,6,46108.54258928621,Transferencia,3945,276651.25553571724,12.90407475882988,35699.28483557044,240951.9707001468,2.0
2024-04-10,Biobío,Electrónica,E-commerce,7,142521.64755351646,Transferencia,4141,997651.5328746153,6.937389330248106,69210.97099470024,928440.5618799151,4.0
2024-09-20,Metropolitana,Ropa,Tienda Física,1,127157.2954911584,Tarjeta Débito,3669,127157.2954911584,7.617528690370237,9686.24346593785,117471.05202522055,3.0
2024-02-22,Metropolitana,Electrónica,E-commerce,3,109744.15860675578,Efectivo,3474,329232.47582026734,10.125909252672963,33337.78173188873,295894.69408837863,4.0
2024-02-29,Biobío,Electrónica,E-commerce,3,16309.110629364317,Efectivo,3691,48927.33188809295,4.709872160717951,2304.4147835793665,46622.91710451359,1.0
2024-04-17,Metropolitana,Alimentos,Telefónico,2,20388.85279980782,Tarjeta Débito,3615,40777.70559961564,0.0,0.0,40777.70559961564,3.0
2024-01-05,Araucanía,Ropa,Tienda Física,7,76453.29515041858,Tarjeta Débito,3012,535173.0660529301,8.30600809970002,44451.518213769305,490721.5478391608,1.0
2024-04-12,Antofagasta,Hogar,E-commerce,9,28303.435632692923,Tarjeta Débito,3490,254730.9206942363,13.60511486587445,34656.434359350395,220074.4863348859,3.0
2024-07-14,Araucanía,Ropa,E-commerce,4,146848.49221177373,Tarjeta Crédito,1600,587393.9688470949,9.737601537387203,57198.084140974424,530195.8847061205,4.0
2024-09-18,Metropolitana,Hogar,Tienda Física,5,27985.43393397437,Efectivo,2160,139927.16966987186,12.99578644102003,18184.636143260297,121742.53352661156,2.0
2024-12-30,Metropolitana,Ropa,Tienda Física,3,75682.83614227622,Efectivo,1503,227048.50842682866,10.806197604823538,24535.310479407526,202513.19794742114,1.0
2024-12-15,Metropolitana,Ropa,Tienda Física,9,57797.553242018286,Efectivo,3178,520177.97917816456,12.73090141617112,66223.34571780327,453954.6334603613,3.0
2024-02-16,Biobío,Hogar,Tienda Física,4,97711.03111084421,Tarjeta Débito,1217,390844.12444337684,8.326729865303239,32544.53443680962,358299.59000656725,4.0
2024-12-20,Araucanía,Deportes,Tienda Física,5,23710.279288966613,Tarjeta Débito,3735,118551.39644483307,13.314166219303111,15784.129977970073,102767.26646686299,3.0
2024-11-06,Antofagasta,Electrónica,E-commerce,1,67395.88206614667,Tarjeta Débito,3218,67395.88206614667,1.080942869352377,728.51098143115,66667.37108471553,2.0
2024-11-03,Valparaíso,Alimentos,E-commerce,2,44832.22975703583,Tarjeta Débito,2498,89664.45951407166,3.8574243740846286,3458.738716187044,86205.72079788461,1.0
2024-05-23,Antofagasta,Electrónica,E-commerce,9,133723.9710773948,Transferencia,1611,1203515.739696553,7.745723155510216,93220.99732988595,1110294.742366667,2.0
2024-09-25,Araucanía,Alimentos,Telefónico,2,10884.928259530787,Tarjeta Débito,4039,21769.856519061574,0.0,0.0,21769.856519061574,5.0
2024-05-03,Metropolitana,Ropa,Tienda Física,5,137490.4866309366,Tarjeta Crédito,2152,687452.433154683,10.460988080032909,71914.31708820758,615538.1160664754,2.0
2024-04-15,Araucanía,Alimentos,Tienda Física,8,125784.15009018507,Transferencia,1056,1006273.2007214805,7.140071131738742,71848.62231113788,934424.5784103427,4.0
2024-06-06,Valparaíso,Electrónica,E-commerce,3,48147.75388391824,Transferencia,2204,144443.26165175473,9.755265216261932,14090.82326114784,130352.43839060688,4.0
2024-05-26,Metropolitana,Ropa,Tienda Física,6,119447.14492818018,Tarjeta Débito,1245,716682.8695690811,8.181752095087031,58637.215696098145,658045.653872983,4.0
2024-05-24,Biobío,Ropa,Tienda Física,4,9525.966249118395,Efectivo,1143,38103.86499647358,0.0,0.0,38103.86499647358,
2024-04-29,Metropolitana,Alimentos,Tienda Física,7,145195.50479254208,Tarjeta Débito,4122,1016368.5335477946,7.667034306372143,77925.32414628088,938443.2094015137,2.0
2024-11-14,Biobío,Ropa,Tienda Física,3,81356.26667551945,Efectivo,1367,244068.80002655834,14.669850180280374,35804.52730070422,208264.27272585413,5.0
2024-10-01,Biobío,Ropa,E-commerce,6,48975.748779489564,Tarjeta Débito,2482,293854.49267693737,6.6007410548673064,19396.57413969865,274457.91853723873,2.0
2024-04-01,Biobío,Hogar,Tienda Física,9,57574.56582622817,Tarjeta Débito,3265,518171.09243605356,,66705.5035516456,451465.58888440795,2.0
2024-02-27,Valparaíso,Hogar,Tienda Física,1,14628.776251772118,Efectivo,1615,14628.776251772118,0.0,0.0,14628.776251772118,4.0
2024-12-11,Valparaíso,Ropa,Tienda Física,3,148455.67953609567,Efectivo,4966,445367.038608287,14.841649594832148,66099.81528112276,379267.22332716425,5.0
2024-08-16,Biobío,Electrónica,E-commerce,2,10697.332046850406,Efectivo,4638,21394.664093700812,0.10108760073898715,21.62735261848772,21373.036741082324,3.0
2024-04-26,Valparaíso,Deportes,Tienda Física,8,99961.53285643956,Efectivo,4328,799692.2628515165,5.199014837400778,41576.119399196374,758116.1434523201,3.0
2024-11-13,Valparaíso,Alimentos,E-commerce,7,69196.70951743645,Tarjeta Crédito,2881,484376.96662205516,11.99027414042095,58078.1261710397,426298.84045101545,5.0
2024-10-05,Metropolitana,Deportes,Tienda Física,2,142592.8516373637,Efectivo,4227,285185.7032747274,7.529118055562871,21471.968277141452,263713.73499758594,5.0
2024-05-06,Biobío,Electrónica,Tienda Física,6,40669.9623444853,Tarjeta Débito,2588,244019.77406691178,5.4048782432830444,13188.971677850956,230830.80238906082,5.0
2024-05-08,Metropolitana,Alimentos,E-commerce,3,82152.58947101164,Tarjeta Débito,3489,246457.7684130349,9.028895789566308,22252.41507530359,224205.35333773133,2.0
2024-02-27,Biobío,Alimentos,Tienda Física,8,74941.65024449918,Tarjeta Crédito,3888,599533.2019559934,14.35217810170875,86046.07292360139,513487.12903239205,5.0
2024-05-01,Araucanía,Ropa,Tienda Física,3,106915.6343872647,Efectivo,4003,320746.90316179406,5.117650943669977,16414.70691645178,304332.19624534226,4.0
2024-01-01,Valparaíso,Ropa,Tienda Física,9,14861.483633100974,Tarjeta Débito,1698,133753.35269790876,10.878856919297817,14550.835864769262,119202.5168331395,4.0
2024-08-26,Valparaíso,Hogar,Telefónico,1,33099.423853386455,Tarjeta Crédito,1875,33099.423853386455,0.0,0.0,33099.423853386455,3.0
2024-10-16,Antofagasta,Alimentos,Tienda Física,5,36111.89891346323,Tarjeta Débito,2685,180559.49456731614,10.013964785953243,18081.164203666198,162478.33036364993,2.0
2024-04-05,Araucanía,Ropa,E-commerce,3,112031.859452045,Tarjeta Crédito,3823,336095.578356135,13.733841643710475,46158.83450294444,289936.74385319056,1.0
2024-05-05,Antofagasta,Electrónica,Tienda Física,6,32425.11096737731,Tarjeta Crédito,3809,194550.66580426384,5.840017145206256,11361.792239081933,183188.87356518192,1.0
2024-04-27,Araucanía,Hogar,Tienda Física,2,88156.30576419162,Transferencia,1944,176312.61152838325,11.815260298866503,20831.79399180779,155480.81753657546,5.0
2024-02-17,Metropolitana,Deportes,Tienda Física,9,36210.35397263829,Transferencia,4881,325893.18575374456,11.801096984332773,38458.970916131155,287434.2148376134,1.0
2024-03-29,Metropolitana,Alimentos,Telefónico,6,129935.61776217687,Efectivo,1922,779613.7065730612,11.690800168622832,91143.08052265015,688470.626050411,3.0
2024-08-24,Valparaíso,Deportes,Tienda Física,7,141616.8909009976,Transferencia,3982,991318.2363069832,14.42334494935037,142981.24876837243,848336.9875386107,3.0
2024-09-28,Metropolitana,Ropa,Tienda Física,5,80181.48136662487,Tarjeta Crédito,2746,400907.40683312435,13.230875290068804,53043.55902673946,347863.8478063849,2.0
2024-07-07,Valparaíso,Electrónica,Tienda Física,9,56084.78821033085,Tarjeta Débito,1024,504763.0938929777,5.41972726243506,27356.783010428393,477406.31088254927,3.0
2024-07-10,Valparaíso,Electrónica,Tienda Física,1,38938.37737753738,Tarjeta Débito,3853,38938.37737753738,0.0,0.0,38938.37737753738,5.0
2024-03-09,Valparaíso,Electrónica,Tienda Física,5,12218.245220841345,Efectivo,4924,61091.226104206726,0.0,0.0,61091.226104206726,4.0
2024-10-04,Araucanía,Electrónica,E-commerce,6,43932.51104863683,Transferencia,2687,263595.06629182096,9.710828507045132,25597.264840630665,237997.8014511903,4.0
2024-12-14,Biobío,Hogar,Tienda Física,7,99864.1880920711,Efectivo,2559,699049.3166444977,8.979530562013334,62771.34703163803,636277.9696128597,1.0
2024-09-03,Valparaíso,Electrónica,Tienda Física,4,82374.45503983558,Tarjeta Crédito,3811,329497.8201593423,8.101472210908021,26694.174335756805,302803.6458235855,5.0
2024-03-16,Araucanía,Hogar,E-commerce,1,141885.98535073447,Transferencia,2083,141885.98535073447,9.513367251540974,13498.134864882995,128387.85048585146,3.0
2024-06-02,Valparaíso,Deportes,Tienda Física,8,62460.20306129658,Efectivo,4538,499681.62449037266,8.841941849259776,44181.55866887535,455500.0658214973,3.0
2024-05-23,Antofagasta,Hogar,Tienda Física,4,105610.1846376172,Tarjeta Débito,1433,422440.7385504688,9.323338998786653,39385.58212403822,383055.15642643056,5.0
2024-03-26,Metropolitana,Alimentos,Tienda Física,3,75951.7983838926,Tarjeta Débito,3926,227855.3951516778,14.792618656086425,33705.77969210654,194149.61545957127,3.0
2024-07-03,Antofagasta,Ropa,E-commerce,7,79323.55130901068,Efectivo,2089,555264.8591630748,5.886329747495807,32684.72058230677,522580.13858076796,4.0
2024-10-11,Biobío,Electrónica,Tienda Física,2,43827.275617597035,Efectivo,3957,87654.55123519407,0.0,0.0,87654.55123519407,2.0
2024-08-07,Valparaíso,Hogar,Tienda Física,8,70967.86264208995,Efectivo,3612,567742.9011367196,14.222308698387298,80746.14801284407,486996.75312387553,5.0
2024-03-09,Metropolitana,Electrónica,Tienda Física,6,73263.82456684255,Tarjeta Crédito,2951,439582.9474010553,9.802367134710266,43089.53436583176,396493.41303522355,
2024-02-16,Valparaíso,Hogar,E-commerce,7,107463.16565359542,Tarjeta Crédito,3153,752242.1595751679,,84532.62935604232,667709.5302191256,3.0
2024-04-03,Metropolitana,Ropa,Tienda Física,5,141392.79988198652,Tarjeta Débito,1095,706963.9994099326,13.301829666176939,94039.14700270139,612924.8524072312,2.0
2024-08-25,Metropolitana,Electrónica,E-commerce,9,52751.585234963124,Tarjeta Crédito,4759,474764.2671146681,8.604630291492555,40851.709941331355,433912.55717333674,2.0
2024-07-22,Biobío,Electrónica,E-commerce,5,11119.067944288276,Tarjeta Crédito,4622,55595.33972144138,3.3538001085576696,1864.5565639307063,53730.78315751067,1.0
2024-08-05,Valparaíso,Hogar,E-commerce,5,76962.79319759275,Transferencia,1167,384813.9659879637,9.304219080879669,35803.93444934192,349010.0315386218,3.0
2024-12-06,Biobío,Deportes,Tienda Física,3,83946.89316162944,Tarjeta Crédito,3089,251840.67948488833,9.09518480278714,22905.375207745434,228935.3042771429,2.0
2024-02-08,Antofagasta,Alimentos,Tienda Física,1,29423.879914127712,Transferencia,2902,29423.879914127712,0.0,0.0,29423.879914127712,5.0
2024-04-09,Valparaíso,Alimentos,Tienda Física,2,115267.36791002967,Tarjeta Crédito,3151,230534.73582005934,8.747310225357598,20165.588519389177,210369.14730067016,2.0
2024-10-15,Biobío,Electrónica,Tienda Física,8,147814.72072401628,Tarjeta Débito,2868,1182517.7657921303,14.25529321646895,168571.37485050573,1013946.3909416245,2.0
2024-09-10,Metropolitana,Alimentos,Tienda Física,1,142137.33396622684,Efectivo,4275,142137.33396622684,13.289298911930121,18889.055176220267,123248.27879000657,1.0
2024-08-09,Biobío,Alimentos,E-commerce,7,33580.37562942957,Tarjeta Débito,3567,235062.62940600698,6.089999898629761,14315.313892542277,220747.3155134647,3.0
2024-12-22,Valparaíso,Ropa,Tienda Física,5,131927.66978561028,Tarjeta Crédito,2998,659638.3489280514,6.08123352477096,40114.1484172583,619524.2005107931,4.0
2024-01-23,Antofagasta,Deportes,Tienda Física,3,107151.57727969429,Efectivo,3329,321454.7318390829,9.278695148529913,29826.804607872826,291627.92723121005,2.0
2024-09-06,Araucanía,Hogar,E-commerce,7,70807.75175200218,,4979,495654.26226401527,5.986573767328091,29672.708041341113,465981.55422267417,3.0
2024-01-10,Valparaíso,Deportes,E-commerce,9,83388.5941770857,Efectivo,4114,750497.3475937713,11.190930952711197,83987.63997114789,666509.7076226234,4.0
2024-09-02,Metropolitana,Deportes,Tienda Física,2,128192.02537245642,Transferencia,3994,256384.05074491285,6.436916072617339,16503.22617002669,239880.82457488615,1.0
2024-11-20,Araucanía,Electrónica,E-commerce,8,74619.56624756411,Tarjeta Débito,2133,596956.5299805129,10.223732639668011,61031.23960024725,535925.2903802657,5.0
2024-04-09,Araucanía,Ropa,Tienda Física,9,59115.068520243396,Transferencia,3010,532035.6166821906,5.0721994700371775,26985.907729763097,505049.7089524275,5.0
2024-10-16,Metropolitana,Deportes,E-commerce,3,76520.88648876794,Efectivo,4281,229562.65946630383,8.165963484126468,18746.00294520796,210816.65652109587,5.0
2024-06-28,Metropolitana,Electrónica,E-commerce,2,88973.82158508211,Tarjeta Débito,1748,177947.64317016423,11.771907236726555,20947.83148393291,156999.81168623132,1.0
2024-08-10,Araucanía,Ropa,E-commerce,7,32416.25979786058,Tarjeta Débito,2891,226913.81858502407,9.840389402278484,22329.203356346137,204584.61522867793,4.0
2024-09-06,Metropolitana,Deportes,E-commerce,5,135631.62088871363,Tarjeta Crédito,1830,678158.1044435682,14.782694859989881,100250.04324818416,577908.061195384,4.0
2024-05-26,Antofagasta,Ropa,Tienda Física,5,102757.107580294,Transferencia,1048,513785.53790147003,13.741037960662108,70599.465799433,443186.072102037,2.0
2024-04-05,Valparaíso,Electrónica,Tienda Física,5,96823.99301393589,Transferencia,1114,484119.9650696794,8.590707790431512,41589.33155427527,442530.6335154042,1.0
2024-09-13,Metropolitana,Ropa,E-commerce,4,19426.95279619253,Tarjeta Crédito,2178,77707.81118477012,2.3464113906012067,1823.3449330263245,75884.4662517438,2.0
2024-11-20,Araucanía,Electrónica,Tienda Física,5,92605.22103502581,Transferencia,2672,463026.105175129,5.454865414722746,25257.450872335878,437768.65430279315,3.0
2024-01-04,Valparaíso,Ropa,E-commerce,4,22539.29602458139,Efectivo,3550,90157.18409832555,1.7338003596003433,1563.145582102312,88594.03851622324,1.0
2024-01-16,Valparaíso,Electrónica,Tienda Física,6,16411.162903332865,Efectivo,4750,98466.97741999719,0.0,0.0,98466.97741999719,2.0
2024-10-06,Metropolitana,Ropa,Tienda Física,4,81460.07986814703,Transferencia,4904,325840.31947258813,13.456263001150187,43845.930352019444,281994.3891205687,4.0
2024-12-01,Metropolitana,Ropa,Tienda Física,2,63403.90243674177,Tarjeta Crédito,4782,126807.80487348355,14.112343103146713,17895.552505314798,108912.25236816875,1.0
2024-09-03,Biobío,Alimentos,Tienda Física,9,90377.48917265236,Tarjeta Débito,4033,813397.4025538713,13.206273934190367,107419.4891548534,705977.9133990179,4.0
2024-09-14,Valparaíso,Ropa,E-commerce,2,17937.214368299596,Transferencia,1070,35874.42873659919,4.312021761465445,1546.9131739235702,34327.515562675624,1.0
2024-06-08,Biobío,Ropa,E-commerce,9,67492.54411285247,Tarjeta Débito,4059,607432.8970156722,6.279499409197649,38143.7451793713,569289.1518363009,4.0
2024-12-05,Araucanía,Ropa,E-commerce,6,30344.073681547907,Tarjeta Crédito,4590,182064.44208928745,14.979151344122878,27271.708324387317,154792.73376490013,2.0
2024-05-31,Biobío,Electrónica,E-commerce,9,148129.5124589969,Tarjeta Débito,4783,1333165.612130972,7.585842215527738,101131.83980793007,1232033.772323042,2.0
2024-06-26,Metropolitana,Ropa,E-commerce,9,86366.78080310028,Tarjeta Crédito,2359,777301.0272279026,12.2420491280837,95157.57362633909,682143.4536015635,3.0
2024-06-11,Valparaíso,Electrónica,E-commerce,3,104678.34483642576,Tarjeta Crédito,1066,314035.0345092773,,44217.22809803543,269817.8064112419,5.0
2024-02-02,Antofagasta,Deportes,Tienda Física,1,52185.650698978134,Efectivo,2516,52185.650698978134,0.0,0.0,52185.650698978134,2.0
2024-06-27,Araucanía,Electrónica,E-commerce,1,18737.142643004903,Efectivo,2673,18737.142643004903,4.271338463287654,800.3267806317413,17936.81586237316,5.0
2024-04-10,Biobío,Hogar,Tienda Física,3,146501.2751036128,Tarjeta Crédito,2777,439503.8253108384,7.356871143307094,32333.730098023887,407170.0952128145,4.0
2024-09-24,Metropolitana,Ropa,Tienda Física,5,46507.560130561564,Transferencia,1966,232537.8006528078,14.08258554677066,32747.334705510682,199790.46594729714,5.0
2024-11-18,Metropolitana,Ropa,E-commerce,3,66452.18685016826,Efectivo,4284,199356.56055050477,8.094815791948669,16137.546345727971,183219.0142047768,1.0
2024-03-05,Araucanía,Electrónica,Tienda Física,9,99230.26864687337,Tarjeta Crédito,3228,893072.4178218604,14.764132223840562,131854.3926218693,761218.0251999911,5.0
2024-06-16,Araucanía,Ropa,Tienda Física,9,8581.108164486137,Tarjeta Débito,2789,77229.97348037524,0.0,0.0,77229.97348037524,1.0
2024-11-25,Biobío,Ropa,Tienda Física,3,122487.57392500661,Tarjeta Débito,1612,367462.72177501983,7.812600203804746,28708.39335030167,338754.3284247182,2.0
2024-02-12,Araucanía,Alimentos,Tienda Física,3,82803.83755414994,Transferencia,2886,248411.51266244982,14.534358247578352,36105.01917858892,212306.49348386092,3.0
2024-02-13,Araucanía,Hogar,Telefónico,5,45341.49212497921,Tarjeta Débito,2622,226707.46062489605,5.535446508926749,12549.270214637292,214158.19041025874,5.0
2024-10-11,Metropolitana,Ropa,Tienda Física,2,13933.157867408041,Tarjeta Débito,1696,27866.315734816082,0.0,0.0,27866.315734816082,1.0
2024-01-12,Valparaíso,Ropa,Tienda Física,6,28562.27024379401,Tarjeta Crédito,3650,171373.62146276404,12.09272011669813,20723.732397341773,150649.88906542226,4.0
2024-04-04,Metropolitana,Ropa,Tienda Física,7,134779.90953374834,Tarjeta Débito,3295,943459.3667362384,10.321111338370038,97375.49167312805,846083.8750631103,4.0
2024-10-28,Metropolitana,Ropa,Tienda Física,9,104473.5124707042,Tarjeta Débito,2237,940261.6122363377,9.778770771227308,91946.02771043764,848315.5845259001,5.0
2024-09-09,Araucanía,Ropa,Telefónico,6,41235.74963734903,Tarjeta Débito,3406,247414.49782409417,7.2349431425584,17900.298244019603,229514.19958007458,4.0
2024-08-29,Valparaíso,Electrónica,Tienda Física,3,14512.110917029282,Tarjeta Débito,1248,43536.332751087844,0.0,0.0,43536.332751087844,3.0
2024-02-04,Valparaíso,Electrónica,E-commerce,5,105139.22029606227,Tarjeta Crédito,1637,525696.1014803114,12.05595789776492,63377.70066465789,462318.4008156535,1.0
2024-08-02,Metropolitana,Electrónica,E-commerce,4,87999.12026532594,Tarjeta Débito,4994,351996.48106130376,6.908094914463071,24316.251007284893,327680.23005401884,2.0
2024-12-02,Metropolitana,Electrónica,Telefónico,5,63655.33104644408,Transferencia,1949,318276.6552322204,10.528417959847683,33509.49653147159,284767.1587007488,5.0
2024-03-30,Metropolitana,Hogar,E-commerce,8,57723.66013255926,Efectivo,2904,461789.28106047405,7.532453630402508,34784.063466049316,427005.2175944247,4.0
2024-09-20,Metropolitana,Ropa,E-commerce,8,36438.0700097207,Transferencia,4587,291504.5600777656,14.55621379781356,42432.02699529544,249072.53308247018,2.0
2024-04-02,Biobío,Electrónica,Tienda Física,6,102093.63219794005,Efectivo,2111,612561.7931876404,5.286311938356528,32381.927203089057,580179.8659845514,3.0
2024-03-30,Metropolitana,Deportes,Tienda Física,1,145746.86403011123,,3710,145746.86403011123,6.997282801112366,10198.320249939597,135548.54378017163,4.0
2024-04-24,Biobío,Electrónica,Tienda Física,8,30478.710646339747,Efectivo,1175,243829.68517071797,7.423106063874477,18099.736145433613,225729.94902528435,4.0
2024-04-14,Metropolitana,Alimentos,E-commerce,8,91581.909902248,Efectivo,1722,732655.279217984,9.140678257678164,66969.6618112095,665685.6174067744,1.0
2024-07-14,Metropolitana,Ropa,Tienda Física,2,66506.83308316655,Efectivo,3473,133013.6661663331,7.327302418700535,9746.31357820798,123267.35258812513,3.0
2024-11-09,Metropolitana,Hogar,Tienda Física,4,69769.86465297641,Efectivo,4842,279079.45861190563,9.913490902687853,27666.516740761777,251412.94187114385,3.0
2024-04-23,Biobío,Electrónica,Tienda Física,2,41851.35561853309,Tarjeta Crédito,4674,83702.71123706618,0.0,0.0,83702.71123706618,5.0
2024-03-15,Biobío,Ropa,Tienda Física,4,124644.55697090576,Transferencia,1770,498578.22788362304,13.72465523258539,68428.14284176118,430150.08504186186,1.0
2024-08-04,Valparaíso,Hogar,Tienda Física,7,75362.06260134996,Efectivo,2947,527534.4382094496,12.120634214091709,63940.51960873104,463593.9186007186,5.0
2024-10-03,Valparaíso,Deportes,Telefónico,9,83793.84856874829,Transferencia,1702,754144.6371187347,10.79961980535111,81444.75359126812,672699.8835274666,1.0
2024-09-05,Biobío,Ropa,Tienda Física,8,49190.332355612234,Tarjeta Débito,3128,393522.6588448979,5.8900317798267965,23178.609666783872,370344.049178114,3.0
2024-06-12,Metropolitana,Deportes,E-commerce,9,31362.227521707715,Efectivo,1926,282260.04769536946,11.939921083892756,33701.62694618517,248558.4207491843,1.0
2024-12-22,Metropolitana,Electrónica,E-commerce,8,17457.00628940897,Transferencia,1137,139656.05031527177,6.664142843109398,9306.878682054445,130349.17163321732,2.0
2024-07-10,Araucanía,Alimentos,Tienda Física,2,108547.2754341128,Tarjeta Crédito,4504,217094.5508682256,12.86367385961698,27926.334990688825,189168.21587753677,1.0
2024-08-14,Biobío,Ropa,Tienda Física,7,33453.970844739066,Transferencia,3517,234177.79591317347,7.500567585101532,17564.66385176871,216613.13206140476,2.0
2024-06-25,Metropolitana,Alimentos,Tienda Física,2,105060.92635737568,Efectivo,3397,210121.85271475135,9.17048728320901,19269.19778244944,190852.6549323019,2.0
2024-04-08,Antofagasta,Electrónica,Tienda Física,2,61604.584676808314,Tarjeta Débito,2149,123209.16935361663,8.504702023179279,10478.572718759418,112730.59663485721,3.0
2024-02-05,Araucanía,Ropa,E-commerce,4,65287.34614349946,Transferencia,4952,261149.38457399784,13.588139146748567,35485.34175679237,225664.04281720548,1.0
2024-04-05,Metropolitana,Ropa,Tienda Física,1,73030.7369334519,Tarjeta Débito,2940,73030.7369334519,0.0,0.0,73030.7369334519,3.0
2024-05-31,Biobío,Alimentos,Tienda Física,5,58317.733678493765,Tarjeta Crédito,2891,291588.6683924688,6.265444587134081,18269.32644049228,273319.34195197653,2.0
2024-05-30,Biobío,Hogar,E-commerce,6,19589.896697275562,Transferencia,4380,117539.38018365338,10.656448823847885,12525.523897139024,105013.85628651436,2.0
2024-07-08,Valparaíso,Alimentos,Telefónico,9,49896.61245041264,Transferencia,2878,449069.5120537138,6.420616094430622,28833.029366101815,420236.48268761195,5.0
